Frequency,Total,QuantumVacuum,Seismic,Newtonian,SuspensionThermal,Coating,Substrate,ExcessGas
6.0696319317727,3.3322372708024E-24,6.79207279441278E-25,5.41404428653941E-25,2.67582569968457E-24,1.64707506894804E-24,2.67861926940892E-25,7.30435928301111E-26,6.31964483900715E-25
6.08399840940148,3.30376914901228E-24,6.76779579596972E-25,5.29843660512079E-25,2.65296846414289E-24,1.6325884367455E-24,2.67571122684082E-25,7.29550931277606E-26,6.2898510251162E-25
6.09839889167532,3.2756006478458E-24,6.74361545901213E-25,5.18535384261373E-25,2.63031393341722E-24,1.61824482608994E-24,2.67280642378604E-25,7.28667789783362E-26,6.26019927863169E-25
6.1128334590813,3.24772759358152E-24,6.7195314196588E-25,5.07473949953289E-25,2.60786026172724E-24,1.60404271972098E-24,2.66990485658477E-25,7.27786499294793E-26,6.23068892280937E-25
6.12730219229701,3.22014589719909E-24,6.69554331716461E-25,4.96653837458393E-25,2.58560562174706E-24,1.58998061166738E-24,2.66700652158135E-25,7.26907055299637E-26,6.20131928419691E-25
6.141805172191,3.19285156036287E-24,6.67165079390975E-25,4.86069653393483E-25,2.56354820436305E-24,1.57605702421585E-24,2.66411141512424E-25,7.26029453296934E-26,6.17208969261764E-25
6.15634247982323,3.16584066205105E-24,6.64785349538525E-25,4.75716128123988E-25,2.54168621843526E-24,1.56227048552966E-24,2.66121953356606E-25,7.25153688797002E-26,6.14299948115425E-25
6.17091419644554,3.13910936485496E-24,6.62415107015611E-25,4.65588112839706E-25,2.52001789056239E-24,1.54861954694882E-24,2.65833087326355E-25,7.24279757321403E-26,6.11404798613267E-25
6.18552040350207,3.11265390552632E-24,6.60054316985489E-25,4.55680576702004E-25,2.49854146485055E-24,1.53510276823115E-24,2.65544543057756E-25,7.23407654402925E-26,6.08523454710598E-25
6.20016118262973,3.08647060311693E-24,6.57702944916559E-25,4.45988604060716E-25,2.47725520268533E-24,1.52171873830595E-24,2.65256320187305E-25,7.22537375585547E-26,6.05655850683844E-25
6.21483661565868,3.06055584327517E-24,6.55360956578649E-25,4.36507391738882E-25,2.45615738250763E-24,1.50846604755251E-24,2.64968418351913E-25,7.2166891642442E-26,6.02801921128958E-25
6.22954678461275,3.03490608715707E-24,6.53028318042545E-25,4.27232246383699E-25,2.43524629959284E-24,1.49534330984738E-24,2.64680837188895E-25,7.20802272485839E-26,5.99961600959834E-25
6.24429177170992,3.00951786627609E-24,6.50704995677091E-25,4.18158581881941E-25,2.41452026583358E-24,1.48234915597719E-24,2.64393576335985E-25,7.19937439347211E-26,5.9713482540674E-25
6.25907165936279,2.98438777710132E-24,6.48390956146654E-25,4.09281916838255E-25,2.39397760952583E-24,1.46948222640179E-24,2.64106635431321E-25,7.19074412597036E-26,5.94321530014748E-25
6.273886530179,2.95951248437279E-24,6.46086166410898E-25,4.00597872114716E-25,2.37361667515854E-24,1.45674118159002E-24,2.63820014113451E-25,7.18213187834878E-26,5.91521650642175E-25
6.28873646696175,2.93488871417811E-24,6.43790593720442E-25,3.92102168430141E-25,2.35343582320657E-24,1.4441246914522E-24,2.63533712021334E-25,7.17353760671339E-26,5.88735123459038E-25
6.30362155271019,2.91051325916523E-24,6.41504205616049E-25,3.83790624017583E-25,2.33343342992702E-24,1.43163144930821E-24,2.63247728794338E-25,7.16496126728032E-26,5.85961884945511E-25
6.31854187061995,2.88638296671683E-24,6.3922696992581E-25,3.75659152338611E-25,2.31360788715883E-24,1.41926015112403E-24,2.62962064072234E-25,7.15640281637557E-26,5.83201871890389E-25
6.33349750408359,2.86249474790087E-24,6.36958854763876E-25,3.67703759852923E-25,2.29395760212575E-24,1.40700951686515E-24,2.62676717495207E-25,7.14786221043471E-26,5.80455021389565E-25
6.34848853669103,2.83884557159118E-24,6.34699828526347E-25,3.59920543841863E-25,2.27448099724249E-24,1.39487828161185E-24,2.62391688703846E-25,7.13933940600269E-26,5.77721270844514E-25
6.36351505223006,2.81543245786377E-24,6.32449859891043E-25,3.52305690284573E-25,2.25517650992409E-24,1.38286518507938E-24,2.62106977339146E-25,7.13083435973353E-26,5.75000557960782E-25
6.37857713468678,2.7922524842253E-24,6.30208917814603E-25,3.44855471785365E-25,2.23604259239861E-24,1.37096898715471E-24,2.61822583042508E-25,7.12234702839004E-26,5.72292820746481E-25
6.39367486824608,2.76930278243584E-24,6.27976971529772E-25,3.37566245551116E-25,2.21707771152276E-24,1.35918846421034E-24,2.61538505455741E-25,7.11387736884364E-26,5.69597997510802E-25
6.40880833729213,2.74658053044462E-24,6.25753990543364E-25,3.30434451417365E-25,2.19828034860081E-24,1.34752239535876E-24,2.61254744221058E-25,7.10542533807405E-26,5.66916026862523E-25
6.4239776264088,2.72408296401044E-24,6.23539944634681E-25,3.23456609921952E-25,2.17964899920656E-24,1.33596958872494E-24,2.60971298981075E-25,7.09699089316902E-26,5.64246847708533E-25
6.4391828203802,2.70180736053627E-24,6.21334803851236E-25,3.16629320424968E-25,2.16118217300828E-24,1.32452885101835E-24,2.60688169378817E-25,7.08857399132411E-26,5.61590399252362E-25
6.45442400419109,2.67975105057626E-24,6.19138538508652E-25,3.09949259273896E-25,2.14287839359673E-24,1.31319901341938E-24,2.60405355057708E-25,7.08017458984244E-26,5.58946620992716E-25
6.46970126302742,2.65791140550765E-24,6.16951119187018E-25,3.0341317801279E-25,2.12473619831617E-24,1.30197890879109E-24,2.60122855661578E-25,7.0717926461344E-26,5.56315452722022E-25
6.48501468227672,2.63628584729399E-24,6.14772516728808E-25,2.97017901634425E-25,2.10675413809821E-24,1.29086739387594E-24,2.5984067083466E-25,7.06342811771741E-26,5.53696834524982E-25
6.50036434752867,2.61487183820479E-24,6.12602702237014E-25,2.90760326874309E-25,2.08893077729868E-24,1.27986333052079E-24,2.59558800221587E-25,7.05508096221567E-26,5.51090706777128E-25
6.51575034457551,2.59366688433413E-24,6.10441647070571E-25,2.84637420545573E-25,2.07126469353726E-24,1.26896559499024E-24,2.59277243467397E-25,7.04675113735993E-26,5.48497010143394E-25
6.53117275941258,2.57266853395282E-24,6.08289322845585E-25,2.7864621791367E-25,2.05375447754002E-24,1.25817307666649E-24,2.58996000217529E-25,7.03843860098717E-26,5.45915685576689E-25
6.54663167823872,2.55187437603531E-24,6.06145701429417E-25,2.72783821109946E-25,2.03639873298464E-24,1.24748467703985E-24,2.58715070117822E-25,7.03014331104043E-26,5.43346674316476E-25
6.56212718745682,2.53128203928431E-24,6.04010754940261E-25,2.67047397583078E-25,2.01919607634848E-24,1.23689930964814E-24,2.58434452814516E-25,7.02186522556851E-26,5.40789917887363E-25
6.5776593736743,2.51088918945498E-24,6.01884455743491E-25,2.61434178587465E-25,2.00214513675932E-24,1.22641589647326E-24,2.58154147954252E-25,7.01360430272571E-26,5.382453580977E-25
6.59322832370353,2.4906935349799E-24,5.99766776450366E-25,2.55941457707679E-25,1.98524455584872E-24,1.21603338126876E-24,2.57874155184069E-25,7.00536050077163E-26,5.35712937038184E-25
6.60883412456241,2.47069281501173E-24,5.97657689913667E-25,2.50566589418035E-25,1.96849298760806E-24,1.20575070683677E-24,2.5759447415141E-25,6.99713377807087E-26,5.33192597080463E-25
6.62447686347478,2.45088480715571E-24,5.95557169227407E-25,2.45306987676462E-25,1.95188909824715E-24,1.19556683255142E-24,2.57315104504109E-25,6.98892409309279E-26,5.30684280875764E-25
6.64015662787092,2.43126434430663E-24,5.9346518772233E-25,2.40160124551814E-25,1.93542782143303E-24,1.18548073145377E-24,2.57036045890406E-25,6.98073140441129E-26,5.28187931353509E-25
6.65587350538808,2.41153852742278E-24,5.91381718964824E-25,2.35123528883781E-25,1.91874243565538E-24,1.17549138617827E-24,2.56757297958936E-25,6.97255567070454E-26,5.25703491719954E-25
6.67162758387093,2.39200301961884E-24,5.89306736753032E-25,2.30194784974634E-25,1.90220553552545E-24,1.16559779035668E-24,2.56478860358728E-25,6.9643968507547E-26,5.23230905456824E-25
6.68741895137207,2.37265570275516E-24,5.87240215115107E-25,2.25371531312002E-25,1.88581579280697E-24,1.15579894631629E-24,2.56200732739215E-25,6.95625490344776E-26,5.20770116319962E-25
6.7032476961525,2.35349449317745E-24,5.8518212830597E-25,2.20651459321905E-25,1.86957189113884E-24,1.14609387248972E-24,2.5592291475022E-25,6.94812978777319E-26,5.18321068337978E-25
6.71911390668214,2.33451733616566E-24,5.83132450805678E-25,2.16032312151337E-25,1.8534725259059E-24,1.13648159340657E-24,2.55645406041967E-25,6.94002146282377E-26,5.15883705810916E-25
6.73501767164032,2.3157222075081E-24,5.81091157315628E-25,2.11511883479657E-25,1.8375164041121E-24,1.12696114426326E-24,2.55368206265074E-25,6.93192988779531E-26,5.13457973308915E-25
6.75095907991627,2.29710711417695E-24,5.79058222756544E-25,2.07088016358066E-25,1.82170224425576E-24,1.1175315736114E-24,2.55091315070553E-25,6.92385502198641E-26,5.11043815670885E-25
6.76693822060958,2.27867009185892E-24,5.770336222655E-25,2.02758602076532E-25,1.80602877620722E-24,1.10819193954391E-24,2.54814732109813E-25,6.91579682479822E-26,5.0864117800319E-25
6.78295518303079,2.26040920262895E-24,5.75017331192992E-25,1.98521579057433E-25,1.79049474108849E-24,1.09894130612791E-24,2.54538457034655E-25,6.90775525573418E-26,5.06250005678332E-25
6.79901005670178,2.24232253912716E-24,5.7300932510157E-25,1.9437493177532E-25,1.77509889115518E-24,1.08977875317201E-24,2.54262489497275E-25,6.89973027439981E-26,5.03870244333647E-25
6.81510293135636,2.2244082221268E-24,5.71009579760813E-25,1.90316689702132E-25,1.75983998968044E-24,1.08070337237447E-24,2.53986829150263E-25,6.89172184050243E-26,5.01501839870005E-25
6.83123389694073,2.20666439405949E-24,5.69018071147128E-25,1.86344926277249E-25,1.74471681084097E-24,1.07171425510127E-24,2.53711475646602E-25,6.88372991385092E-26,4.99144738450521E-25
6.84740304361396,2.18908922706099E-24,5.67034775438641E-25,1.82457757901794E-25,1.72972813960505E-24,1.06281051001458E-24,2.53436428639667E-25,6.87575445435551E-26,4.96798886499264E-25
6.86361046174856,2.17168091868797E-24,5.65059669014433E-25,1.78653342956568E-25,1.71487277162254E-24,1.0539912552986E-24,2.53161687783226E-25,6.86779542202751E-26,4.94464230699982E-25
6.87985624193091,2.15443768924536E-24,5.63092728450137E-25,1.7492988084308E-25,1.70014951311686E-24,1.04525561415832E-24,2.52887252731437E-25,6.85985277697907E-26,4.92140717994829E-25
6.89614047496184,2.13735778870134E-24,5.61133930516496E-25,1.71285611047073E-25,1.68555718077874E-24,1.0366027300442E-24,2.52613123138849E-25,6.85192647942296E-26,4.89828295583095E-25
6.91246325185707,2.12043948382924E-24,5.59183252175414E-25,1.67718812224039E-25,1.671094601662E-24,1.02803174109567E-24,2.52339298660404E-25,6.8440164896723E-26,4.87526910919954E-25
6.92882466384776,2.10368106912933E-24,5.57240670578335E-25,1.64227801306153E-25,1.65676061308098E-24,1.01954180356578E-24,2.52065778951434E-25,6.83612276814035E-26,4.85236511715202E-25
6.94522480238101,2.08708086169608E-24,5.55306163062119E-25,1.60810932630145E-25,1.64255406250987E-24,1.01113208213096E-24,2.5179256366766E-25,6.82824527534023E-26,4.82957045932019E-25
6.96166375912038,2.07063719959352E-24,5.5337970714752E-25,1.57466597085577E-25,1.62847380748375E-24,1.00280174739425E-24,2.51519652465192E-25,6.82038397188474E-26,4.8068846178572E-25
6.97814162594636,2.0543484449374E-24,5.51461280535099E-25,1.54193221283043E-25,1.61451871550125E-24,9.94549983080788E-25,2.5124704500053E-25,6.81253881848605E-26,4.78430707742529E-25
6.99465849495696,2.03821298023124E-24,5.49550861103623E-25,1.50989266741818E-25,1.60068766392901E-24,9.8637597928167E-25,2.50974740930562E-25,6.80470977595553E-26,4.76183732518348E-25
7.01121445846815,2.0222292069203E-24,5.47648426905591E-25,1.47853229096468E-25,1.58697953990767E-24,9.78278930244576E-25,2.50702739912565E-25,6.79689680520348E-26,4.73947485077533E-25
